subj,num,suf,format,term,code,inst,title,sec,enr
RVTM,140,,LEC,Spring 2012,1121,"Rifkin, Ian",WEB PUB & CONTENT MANAGEMENT,1DL,10
RCOM,102,,LEC,Spring 2012,1121,"Lesser, Laurie",PROFESSIONAL COMMUNICATION,2DL,12
RMGT,110,,LEC,Spring 2012,1121,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,2DL,14
RPJM,101,,LEC,Spring 2012,1121,"Milne, Lydia",FOUNDATIONS:PROJECT,2DL,12
RPJM,103,,LEC,Spring 2012,1121,"Gentile, Stephen",ADV. SCHED. AND CONT,2DL,15
RSEG,290,,LEC,Spring 2012,1121,"Hemdal, Erik",SPECIAL TOPICS: SOFTWARE ENG,2DL,5
RCOM,102,,LEC,Spring 2012,1121,"Glosband, Merrily",PROFESSIONAL COMMUNICATION,3DL,10
RMGT,110,,LEC,Spring 2012,1121,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,3DL,9
RPJM,101,,LEC,Spring 2012,1121,"Coleman, Cheryl",FOUNDATIONS:PROJECT,3DL,8
RSEG,290,,LEC,Spring 2012,1121,"Yurik, Vitaly",SPECIAL TOPICS: SOFTWARE ENG,3DL,4
RCOM,102,,LEC,Spring 2012,1121,"MacMillan, John",PROFESSIONAL COMMUNICATION,4DL,8
RBIO,101,,LEC,Summer 2012,1122,"Pastorino, Lucia",MOLECULAR BIOL LAB,1,4
RPJM,120,,LEC,Summer 2012,1122,"Bateman, Leanne",PROJECT MNGT CAPSTONE,1,2
RBIF,111,,LEC,Summer 2012,1122,"Sivachenko, Andrey",R FOR BIOMEDICAL INFORMATICS,1DL,9
RBIF,101,,LEC,Summer 2012,1122,"Landon, Melissa",STRUCT BIOINFORM,1DL,11
RCOM,102,,LEC,Summer 2012,1122,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,1DL,12
RHIN,115,,LEC,Summer 2012,1122,"Harvey III, Arthur",HEALTH DATA&ELECTRNC RCRDS,1DL,10
RHIN,126,,LEC,Summer 2012,1122,"Brown, Jeffrey",ADV HEALTH CARE DATA ANALYTICS,1DL,10
RIAS,110,,LEC,Summer 2012,1122,"Nagappan, Ramesh",APPLIED CRYPTOG & ACCESS CNTRL,1DL,8
RIAS,125,,LEC,Summer 2012,1122,"Brink, Derek",INCIDENT RESP/DISASTER RECOV.,1DL,11
RMGT,110,,LEC,Summer 2012,1122,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,1DL,10
RMGT,175,,LEC,Summer 2012,1122,"Messier, Richard",IT SECURITY & COMPLIANCE,1DL,17
RMGT,102,,LEC,Summer 2012,1122,"La Creta, James",OPERATIONAL STRATEGY,1DL,19
RPJM,130,,LEC,Summer 2012,1122,"Gonzalez, Matthew",AGILE PROJECT MANAGEMENT,1DL,5
RPJM,101,,LEC,Summer 2012,1122,"Hassey, James",FOUNDATIONS:PROJECT,1DL,6
RPJM,118,,LEC,Summer 2012,1122,"Guérin, Denise",PROCUREMENT&CONTRACT MNGT,1DL,6
RPJM,103,,LEC,Summer 2012,1122,"Gentile, Stephen",ADV. SCHED. AND CONT,1DL,8
RPJM,117,,LEC,Summer 2012,1122,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,11
RPJM,113,,LEC,Summer 2012,1122,"Milne, Lydia",NEGOTIATING&CONFLICT RESOLUTIO,1DL,14
RPJM,110,,LEC,Summer 2012,1122,"Mutunga, Charles",RISK MANAGEMENT/PROJECT&PROGRA,1DL,15
RSEG,108,,LEC,Summer 2012,1122,"Hemdal, Erik",ADV C PRG FOR UNIX/LINUX,1DL,6
RSEG,103,,LEC,Summer 2012,1122,"Yurik, Aline",ADV.PROGRAM:C++(LEVEL 1),1DL,7
RSEG,160,,LEC,Summer 2012,1122,"Leiden, Stevan",DATA COMM/COMPUTER NETWK,1DL,7
RSEG,180,,LEC,Summer 2012,1122,"Cramer, Keith",WINDOWS PROGRAMMING,1DL,7
RSEG,120,,LEC,Summer 2012,1122,"Freedman, Steven",SOFTWARE DEVEL.METHODLG.,1DL,8
RSEG,135,,LEC,Summer 2012,1122,"Raben, Richard",SOFTWARE TEST PROCESS EVALUATI,1DL,8
RSEG,151,,LEC,Summer 2012,1122,"Malkenson, Leo",XML & RELATED LANGUAGES,1DL,8
RSEG,290,,LEC,Summer 2012,1122,"Rifkin, Ian",SPECIAL TOPICS: SOFTWARE ENG,1DL,9
RSEG,165,,LEC,Summer 2012,1122,"Yurik, Vitaly",DESIGN PATTERNS,1DL,13
RMGT,110,,LEC,Summer 2012,1122,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,2DL,6
RPJM,113,,LEC,Summer 2012,1122,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,2DL,5
RPJM,101,,LEC,Summer 2012,1122,"Malik, Nadeem",FOUNDATIONS:PROJECT,2DL,10
RCOM,102,,LEC,Summer 2012,1122,"MacMillan, John",PROFESSIONAL COMMUNICATIONS,3DL,13
RPJM,101,,LEC,Summer 2012,1122,"Milne, Lydia",FOUNDATIONS:PROJECT,3DL,11
RBIF,114,,LEC,Fall 2012,1123,"Leyfer, Dmitry",WHOLE GENOME GENE EXP ANALYSIS,1,7
RBIO,102,,LEC,Fall 2012,1123,"Pastorino, Lucia","MOLEC, CELL, DEV.BIOLOGY",1,4
RPJM,120,,LEC,Fall 2012,1123,"Carter, Thomas",PROJECT MNGT CAPSTONE,1,2
RBIF,110,,LEC,Fall 2012,1123,"Cheng, Alan",MOLECULAR MODEL CHEMINFORMATIC,1DL,6
RBIF,112,,LEC,Fall 2012,1123,"Natarajan, Madhusudan",BIOL DATA MINING & MODELING,1DL,7
RCOM,102,,LEC,Fall 2012,1123,"Lesser, Laurie",PROFESSIONAL COMMUNICATIONS,1DL,14
RHIN,150,,LEC,Fall 2012,1123,"Noonan, Michael",EMERGING TECH. MED.INFORMATICS,1DL,4
RHIN,160,,LEC,Fall 2012,1123,"Hemdal, Deborah",LEGAL HEALTH MED INFORMATICS,1DL,5
RHIN,110,,LEC,Fall 2012,1123,"Wattanasin, Nich",HEALTH/MEDICAL INFO SYSTEMS,1DL,11
RHIN,120,,LEC,Fall 2012,1123,"Wattanasin, Roy",HEALTH/MEDCL INFO SYS SECURITY,1DL,17
RIAS,115,,LEC,Fall 2012,1123,"Messier, Richard",INFO TECH FORENSICS/INVESTIG.,1DL,7
RIAS,172,,LEC,Fall 2012,1123,"Brooks, Charles",NETWORK SECURITY,1DL,8
RIAS,101,,LEC,Fall 2012,1123,"Brink, Derek",FOUNDATIONS:INFO ASSURANCE,1DL,16
RMGT,115,,LEC,Fall 2012,1123,"Goncalves, Marcus",KNOWLEDGE MANAGEMENT,1DL,6
RMGT,103,,LEC,Fall 2012,1123,"Holberton, Philip",ORGANIZATIONAL STRATEGY,1DL,10
RMGT,101,,LEC,Fall 2012,1123,"Heda, Raj",PERSPECT. INFORMATION TECH,1DL,12
RMGT,110,,LEC,Fall 2012,1123,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,1DL,15
RPJM,125,,LEC,Fall 2012,1123,"Guérin, Denise",SPECIAL TOPICS:PROJECT MGMT,1DL,8
RPJM,103,,LEC,Fall 2012,1123,"Parker, Jeffrey",ADV. SCHED. AND CONT,1DL,11
RPJM,110,,LEC,Fall 2012,1123,"Guérin, Denise",RISK MANAGEMENT/PROJECT&PROGRA,1DL,14
RPJM,101,,LEC,Fall 2012,1123,"Hassey, James",FOUNDATIONS:PROJECT,1DL,17
RPJM,113,,LEC,Fall 2012,1123,"Milne, Lydia",NEGOTIATING&CONFLICT RESOLUTIO,1DL,17
RSEG,110,,LEC,Fall 2012,1123,"Hemdal, Erik",UNIX TOOLS,1DL,5
RSEG,167,,LEC,Fall 2012,1123,"Yurik, Vitaly",SERVICE ORIENTED ARCHITECTURE,1DL,5
RSEG,126,,LEC,Fall 2012,1123,"Hemdal, Erik",REL ENGINEERING CONFIG MGMT,1DL,6
RSEG,173,,LEC,Fall 2012,1123,"Marin, Herbert",TCP/IP,1DL,8
RSEG,102,,LEC,Fall 2012,1123,"Verabelli, Raghu",ADV.PROGRAM:JAVA(LEVEL1),1DL,12
RSEG,131,,LEC,Fall 2012,1123,"Yurik, Aline",SOFTWARE TESTING TECHNIQ,1DL,12
RSEG,109,,LEC,Fall 2012,1123,"Yurik, Vitaly",OBJECT-ORIENTED DESIGN,1DL,13
RSEG,120,,LEC,Fall 2012,1123,"Freedman, Steven",SOFTWARE DEVEL.METHODLG.,1DL,15
RSEG,176,,LEC,Fall 2012,1123,"Davidow, Ari",CLOUD COMPUTING,1DL,20
RCOM,102,,LEC,Fall 2012,1123,"Glosband, Merrily",PROFESSIONAL COMMUNICATIONS,2DL,10
RMGT,110,,LEC,Fall 2012,1123,"La Creta, James",ORG LEADERSHIP DECISION MAKING,2DL,14
RPJM,103,,LEC,Fall 2012,1123,"Gentile, Stephen",ADV. SCHED. AND CONT,2DL,11
RPJM,101,,LEC,Fall 2012,1123,"Coleman, Cheryl",FOUNDATIONS:PROJECT,3DL,18
RBIF,115,,LEC,Spring 2013,1131,"Molony, Cliona",STATISTICAL GENETICS,1,6
RBIF,103,,LEC,Spring 2013,1131,"Partensky, Micheal",PROBABILITY & STATISTICS,1DL,6
RBIF,113,,LEC,Spring 2013,1131,"Schaffer, Michael",BIO DATABASE SYSTEMS,1DL,7
RCOM,102,,LEC,Spring 2013,1131,"Glosband, Merrily",PROFESSIONAL COMMUNICATIONS,1DL,8
RHIN,170,,LEC,Spring 2013,1131,"Moore, Carl",BUS ISSUES HEALTH INFORMATICS,1DL,10
RHIN,125,,LEC,Spring 2013,1131,"Brown, Jeffrey",DATA ANAL/DECISION SUPPORT,1DL,14
RHIN,115,,LEC,Spring 2013,1131,"Harvey III, Arthur",HEALTH DATA&ELECTRNC RCRDS,1DL,17
RIAS,110,,LEC,Spring 2013,1131,"Nagappan, Ramesh",APPLIED CRYPTOG & ACCESS CNTRL,1DL,6
RIAS,102,,LEC,Spring 2013,1131,"Brink, Derek",INFO ASSURANCE MANAGEMENT,1DL,12
RIAS,190,,LEC,Spring 2013,1131,"Messier, Richard",SPECIAL TOPICS:INFO ASSURE SEC,1DL,13
RMGT,120,,LEC,Spring 2013,1131,"Phillips, Cynthia",LEGAL & ETHICAL PRACTICES IT,1DL,7
RMGT,110,,LEC,Spring 2013,1131,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,1DL,14
RMGT,102,,LEC,Spring 2013,1131,"La Creta, James",OPERATIONAL STRATEGY,1DL,18
RPJM,103,,LEC,Spring 2013,1131,"Parker, Jeffrey",ADV. SCHED. AND CONT,1DL,10
RPJM,115,,LEC,Spring 2013,1131,"Bateman, Leanne",CHALLENGES IN PROJECT MANAGEMT,1DL,11
RPJM,118,,LEC,Spring 2013,1131,"Guérin, Denise",PROCUREMENT&CONTRACT MNGT,1DL,11
RPJM,110,,LEC,Spring 2013,1131,"Guérin, Denise",RISK MANAGEMENT/PROJECT&PROGRA,1DL,14
RPJM,113,,LEC,Spring 2013,1131,"Milne, Lydia",NEGOTIATING&CONFLICT RESOLUTIO,1DL,15
RPJM,101,,LEC,Spring 2013,1131,"Hassey, James",FOUNDATIONS:PROJECT,1DL,17
RPJM,117,,LEC,Spring 2013,1131,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,19
RSEG,103,,LEC,Spring 2013,1131,"Yurik, Aline",ADV.PROGRAM:C++(LEVEL 1),1DL,2
RSEG,107,,LEC,Spring 2013,1131,"Hemdal, Erik",ADVANCED PROGRAMMING PERL,1DL,4
RSEG,105,,LEC,Spring 2013,1131,"Yurik, Vitaly",JAVA ENTERPRISE PROGRAMMING,1DL,9
RSEG,171,,LEC,Spring 2013,1131,"Gibson, James",DATABASE WRHSG/DATA MIN.,1DL,10
RSEG,161,,LEC,Spring 2013,1131,"Yurik, Vitaly",WEB DEVELOPMENT TECHNOLOGIES,1DL,15
RSEG,125,,LEC,Spring 2013,1131,"Wang, Yongge",FOUNDATIONS OF SQA,1DL,19
RSEG,128,,LEC,Spring 2013,1131,"Yurik, Aline",USER INTERFACE DESIGN,1DL,22
RCOM,102,,LEC,Spring 2013,1131,"Lesser, Laurie",PROFESSIONAL COMMUNICATIONS,2DL,8
RMGT,110,,LEC,Spring 2013,1131,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,2DL,14
RPJM,101,,LEC,Spring 2013,1131,"Priddle, David",FOUNDATIONS:PROJECT,2DL,15
RCOM,102,,LEC,Spring 2013,1131,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,3DL,8
RBIF,101,,LEC,Summer 2013,1132,"Landon, Melissa",STRUCT BIOINFORM,1DL,5
RBIF,108,,LEC,Summer 2013,1132,"Taylor, Deanne",COMPUTATIONAL SYSTEMS BIOLOGY,1DL,5
RBIF,111,,LEC,Summer 2013,1132,"Sivachenko, Andrey",R FOR BIOMEDICAL INFORMATICS,1DL,6
RCOM,102,,LEC,Summer 2013,1132,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,1DL,10
RHIN,180,,LEC,Summer 2013,1132,"Harvey III, Arthur",STRATEGIC APP OF IT HEALTHCARE,1DL,9
RHIN,126,,LEC,Summer 2013,1132,"Brown, Jeffrey",ADV HEALTH CARE DATA ANALYTICS,1DL,10
RHIN,120,,LEC,Summer 2013,1132,"Hemdal, Deborah",HEALTH/MEDCL INFO SYS SECURITY,1DL,11
RIAS,101,,LEC,Summer 2013,1132,"Brink, Derek",FOUNDATIONS:INFO ASSURANCE,1DL,10
RIAS,125,,LEC,Summer 2013,1132,"Messier, Richard",INCIDENT RESP/DISASTER RECOV.,1DL,11
RMGT,110,,LEC,Summer 2013,1132,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,1DL,13
RMGT,101,,LEC,Summer 2013,1132,"Heda, Raj",PERSPECT. INFORMATION TECH,1DL,14
RMGT,103,,LEC,Summer 2013,1132,"La Creta, James",ORGANIZATIONAL STRATEGY,1DL,14
RMGT,175,,LEC,Summer 2013,1132,"Brink, Derek",IT SECURITY & COMPLIANCE,1DL,16
RPJM,110,,LEC,Summer 2013,1132,"Guérin, Denise",RISK MANAGEMENT/PROJECT&PROGRA,1DL,7
RPJM,113,,LEC,Summer 2013,1132,"Escobedo, Ernesto",NEGOTIATING&CONFLICT RESOLUTIO,1DL,9
RPJM,117,,LEC,Summer 2013,1132,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,9
RPJM,101,,LEC,Summer 2013,1132,"Priddle, David",FOUNDATIONS:PROJECT,1DL,12
RPJM,130,,LEC,Summer 2013,1132,"Girard, Susanna",AGILE PROJECT MANAGEMENT,1DL,20
RSEG,165,,LEC,Summer 2013,1132,"Yurik, Vitaly",DESIGN PATTERNS,1DL,4
RSEG,103,,LEC,Summer 2013,1132,"Yurik, Aline",ADV.PROGRAM:C++(LEVEL 1),1DL,5
RSEG,108,,LEC,Summer 2013,1132,"Hemdal, Erik",ADV C PRG FOR UNIX/LINUX,1DL,6
RSEG,170,,LEC,Summer 2013,1132,"Gibson, James",DATABASE MANAGEMENT,1DL,6
RSEG,160,,LEC,Summer 2013,1132,"Leiden, Stevan",DATA COMM/COMPUTER NETWK,1DL,7
RSEG,180,,LEC,Summer 2013,1132,"Cramer, Keith",ADVANCED PROGRAMMING C,1DL,7
RSEG,120,,LEC,Summer 2013,1132,"Freedman, Steven",SOFTWARE DEVEL.METHODLG.,1DL,8
RSEG,175,,LEC,Summer 2013,1132,"Rifkin, Ian",MOBILE COMPUTING,1DL,10
RCOM,102,,LEC,Summer 2013,1132,"Glosband, Merrily",PROFESSIONAL COMMUNICATIONS,2DL,9
RMGT,110,,LEC,Summer 2013,1132,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,2DL,9
RPJM,101,,LEC,Summer 2013,1132,"Flores, Jimmie",FOUNDATIONS:PROJECT,2DL,14
RPJM,103,,LEC,Summer 2013,1132,"Gentile, Stephen",ADV. SCHED. AND CONT,2DL,14
RBIF,112,,LEC,Fall 2013,1133,"Natarajan, Madhusudan",BIOL DATA MINING & MODELING,1DL,2
RBIF,120,,LEC,Fall 2013,1133,"Sadreyev, Ruslan",ADV TOPICS IN COMP BIOL,1DL,2
RBIF,110,,LEC,Fall 2013,1133,"Cheng, Alan",MOLECULAR MODEL CHEMINFORMATIC,1DL,5
RBIF,100,,LEC,Fall 2013,1133,"Sivachenko, Andrey",INTRO BIOINFORMATICS SCRIPT&PR,1DL,6
RBIO,102,,LEC,Fall 2013,1133,"Pastorino, Lucia","MOLEC, CELL, DEV.BIOLOGY",1DL,4
RCOM,102,,LEC,Fall 2013,1133,"Glosband, Merrily",PROFESSIONAL COMMUNICATIONS,1DL,12
RHIN,115,,LEC,Fall 2013,1133,"Harvey III, Arthur",HEALTH DATA&ELECTRNC RCRDS,1DL,6
RHIN,130,,LEC,Fall 2013,1133,"Moore, Carl",HEALTH CARE DELIVERY US,1DL,10
RHIN,110,,LEC,Fall 2013,1133,"Wattanasin, Nich",HEALTH/MEDICAL INFO SYSTEMS,1DL,15
RHIN,160,,LEC,Fall 2013,1133,"Hemdal, Deborah",LEGAL HEALTH MED INFORMATICS,1DL,15
RIAS,150,,LEC,Fall 2013,1133,"Brink, Derek",RISK MANAGEMENT IT SECURITY,1DL,5
RIAS,102,,LEC,Fall 2013,1133,"Brink, Derek",INFO SECURITY MANAGEMENT,1DL,7
RIAS,115,,LEC,Fall 2013,1133,"Messier, Richard",INFO TECH FORENSICS/INVESTIG.,1DL,7
RIAS,172,,LEC,Fall 2013,1133,"Brooks, Charles",NETWORK SECURITY,1DL,16
RMGT,110,,LEC,Fall 2013,1133,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,1DL,12
RMGT,102,,LEC,Fall 2013,1133,"La Creta, James",OPERATIONAL STRATEGY,1DL,17
RPJM,103,,LEC,Fall 2013,1133,"Parker, Jeffrey",ADV. SCHED. AND CONT,1DL,8
RPJM,117,,LEC,Fall 2013,1133,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,13
RPJM,101,,LEC,Fall 2013,1133,"Hassey, James",FOUNDATIONS:PROJECT,1DL,15
RPJM,115,,LEC,Fall 2013,1133,"Bateman, Leanne",CHALLENGES IN PROJECT MANAGEMT,1DL,15
RPJM,113,,LEC,Fall 2013,1133,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,1DL,16
RPJM,110,,LEC,Fall 2013,1133,"Guérin, Denise",RISK MANAGEMENT/PROJECT&PROGRA,1DL,17
RSAN,110,,LEC,Fall 2013,1133,"Phillips, Cynthia",BUS INTELLIGENCE&ANALYTICS,1DL,14
RSEG,122,,LEC,Fall 2013,1133,"Wallace, Robert",ADV SOFTWARE DEVL METHODS,1DL,3
RSEG,126,,LEC,Fall 2013,1133,"Hemdal, Erik",REL ENGINEERING CONFIG MGMT,1DL,3
RSEG,290,,LEC,Fall 2013,1133,"Leiden, Stevan",SPECIAL TOPICS: SOFTWARE ENG,1DL,3
RSEG,167,,LEC,Fall 2013,1133,"Yurik, Vitaly",SERVICE ORIENTED ARCHITECTURE,1DL,6
RSEG,178,,LEC,Fall 2013,1133,"Liu, Hongcheng",WINDOWS COMM PROGRAMMING C,1DL,6
RSEG,131,,LEC,Fall 2013,1133,"Yurik, Aline",SOFTWARE TESTING TECHNIQ,1DL,8
RSEG,109,,LEC,Fall 2013,1133,"Yurik, Vitaly",OBJECT-ORIENTED DESIGN,1DL,11
RSEG,176,,LEC,Fall 2013,1133,"Davidow, Ari",CLOUD COMPUTING,1DL,12
RSEG,110,,LEC,Fall 2013,1133,"Hemdal, Erik",UNIX TOOLS,1DL,14
RSEG,102,,LEC,Fall 2013,1133,"Verabelli, Raghu",ADV.PROGRAM:JAVA(LEVEL1),1DL,17
RCOM,102,,LEC,Fall 2013,1133,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,2DL,14
RMGT,110,,LEC,Fall 2013,1133,"Holberton, Philip",ORG LEADERSHIP DECISION MAKING,2DL,15
RPJM,101,,LEC,Fall 2013,1133,"Malik, Nadeem",FOUNDATIONS:PROJECT,2DL,11
RMGT,110,,LEC,Fall 2013,1133,"Heda, Raj",ORG LEADERSHIP DECISION MAKING,3DL,6
RBIF,106,,LEC,Spring 2014,1141,"Keilty, John",DRUG DISCOVERY & DEV,1DL,2
RBIF,120,,LEC,Spring 2014,1141,"Sadreyev, Ruslan",ADV TOPICS IN COMP BIOL,1DL,2
RBIF,115,,LEC,Spring 2014,1141,"Molony, Cliona",STATISTICAL GENETICS,1DL,3
RBIF,103,,LEC,Spring 2014,1141,"Partensky, Micheal",PROBABILITY & STATISTICS,1DL,6
RBIF,109,,LEC,Spring 2014,1141,"Hughes, Jason",BIOLOGICAL SEQUENCE ANALYSIS,1DL,10
RCOM,102,,LEC,Spring 2014,1141,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,1DL,14
RHIN,110,,LEC,Spring 2014,1141,"Wattanasin, Nich",HEALTH/MEDICAL INFO SYSTEMS,1DL,4
RHIN,180,,LEC,Spring 2014,1141,"Harvey III, Arthur",STRATEGIC APP OF IT HEALTHCARE,1DL,4
RHIN,150,,LEC,Spring 2014,1141,"Noonan, Michael",EMERGING TECH. MED.INFORMATICS,1DL,6
RHIN,125,,LEC,Spring 2014,1141,"Brown, Jeffrey",DATA ANAL/DECISION SUPPORT,1DL,11
RHIN,170,,LEC,Spring 2014,1141,"Moore, Carl",BUS ISSUES HEALTH INFORMATICS,1DL,18
RIAS,120,,LEC,Spring 2014,1141,"Nagappan, Ramesh","SECURING APPL, WEB SERV, SAAS",1DL,8
RIAS,101,,LEC,Spring 2014,1141,"Brink, Derek",FOUNDATIONS:INFO SECURITY,1DL,17
RMGT,120,,LEC,Spring 2014,1141,"Phillips, Cynthia",LEGAL & ETHICAL PRACTICES IT,1DL,3
RMGT,101,,LEC,Spring 2014,1141,"Heda, Raj",PERSPECT. INFORMATION TECH,1DL,6
RMGT,180,,LEC,Spring 2014,1141,"Zmiri, Ofer",BUSINESS CONTINUITY PLANNING,1DL,7
RMGT,110,,LEC,Spring 2014,1141,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,1DL,13
RMGT,175,,LEC,Spring 2014,1141,"Messier, Richard",IT SECURITY & COMPLIANCE,1DL,13
RMGT,103,,LEC,Spring 2014,1141,"Holberton, Philip",ORGANIZATIONAL STRATEGY,1DL,20
RPJM,130,,LEC,Spring 2014,1141,"Girard, Susanna",AGILE PROJECT MANAGEMENT,1DL,9
RPJM,101,,LEC,Spring 2014,1141,"Hassey, James",FOUNDATIONS:PROJECT,1DL,10
RPJM,110,,LEC,Spring 2014,1141,"Mutunga, Charles",RISK MANAGEMENT/PROJECT&PROGRA,1DL,11
RPJM,118,,LEC,Spring 2014,1141,"Guérin, Denise",PROCUREMENT&CONTRACT MNGT,1DL,11
RPJM,103,,LEC,Spring 2014,1141,"Parker, Jeffrey",PROJECT SCHED. AND CONT,1DL,12
RPJM,117,,LEC,Spring 2014,1141,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,14
RPJM,113,,LEC,Spring 2014,1141,"Priddle, David",NEGOTIATING&CONFLICT RESOLUTIO,1DL,16
RSAN,101,,LEC,Spring 2014,1141,"Bateman, Leanne",DATA SCIENCE ANALYTICS,1DL,18
RSEG,125,,LEC,Spring 2014,1141,"Wang, Yongge",FOUNDATIONS OF SQA,1DL,2
RSEG,151,,LEC,Spring 2014,1141,"Malkenson, Leo",XML & RELATED LANGUAGES,1DL,5
RSEG,171,,LEC,Spring 2014,1141,"Gibson, James",DATABASE WRHSG/DATA MIN.,1DL,6
RSEG,128,,LEC,Spring 2014,1141,"Yurik, Aline",USER INTERFACE DESIGN,1DL,8
RSEG,105,,LEC,Spring 2014,1141,"Yurik, Vitaly",JAVA ENTERPRISE PROGRAMMING,1DL,10
RSEG,120,,LEC,Spring 2014,1141,"Freedman, Steven",SOFTWARE DEVEL.METHODLG.,1DL,13
RSEG,161,,LEC,Spring 2014,1141,"Yurik, Vitaly",WEB DEVELOPMENT TECHNOLOGIES,1DL,19
RVTM,140,,LEC,Spring 2014,1141,"Rifkin, Ian",ENTERPRISE CONTENT MANAGEMENT,1DL,4
RCOM,102,,LEC,Spring 2014,1141,"Glosband, Merrily",PROFESSIONAL COMMUNICATIONS,2DL,7
RMGT,110,,LEC,Spring 2014,1141,"La Creta, James",ORG LEADERSHIP DECISION MAKING,2DL,11
RPJM,103,,LEC,Spring 2014,1141,"Gentile, Stephen",PROJECT SCHED. AND CONT,2DL,8
RPJM,101,,LEC,Spring 2014,1141,"Malik, Nadeem",FOUNDATIONS:PROJECT,2DL,11
RPJM,125,,LEC,Spring 2014,1141,"Salerno, Brian",SPECIAL TOPICS:PROJECT MGMT,2DL,17
RBIF,120,,LEC,Summer 2014,1142,"Landon, Melissa",RESEARCH TOPICS IN COMP BIOL,1DL,1
RBIF,111,,LEC,Summer 2014,1142,"Sivachenko, Andrey",R FOR BIOMEDICAL INFORMATICS,1DL,5
RBIF,101,,LEC,Summer 2014,1142,"Landon, Melissa",STRUCT BIOINFORM,1DL,6
RBIF,114,,LEC,Summer 2014,1142,"Leyfer, Dmitry",WHOLE GENOME GENE EXP ANALYSIS,1DL,6
RCOM,102,,LEC,Summer 2014,1142,"Drewry, Jennifer",PROFESSIONAL COMMUNICATIONS,1DL,8
RHIN,130,,LEC,Summer 2014,1142,"Moore, Carl",HEALTH CARE DELIVERY US,1DL,8
RHIN,126,,LEC,Summer 2014,1142,"Brown, Jeffrey",ADV HEALTH CARE DATA ANALYTICS,1DL,10
RHIN,120,,LEC,Summer 2014,1142,"Brown, Jeffrey",HEALTH/MEDCL INFO SYS SECURITY,1DL,15
RIAS,125,,LEC,Summer 2014,1142,"Messier, Richard",INCIDENT RESP/DISASTER RECOV.,1DL,5
RIAS,155,,LEC,Summer 2014,1142,"Davis, Jenelle",SECURE MOBILE APPLICATION&DATA,1DL,5
RIAS,172,,LEC,Summer 2014,1142,"Brooks, Charles",NETWORK SECURITY,1DL,12
RMGT,115,,LEC,Summer 2014,1142,"Goncalves, Marcus",DECISION KNOWLEDGE MANAGEMENT,1DL,5
RMGT,102,,LEC,Summer 2014,1142,"La Creta, James",OPERATIONAL STRATEGY,1DL,11
RMGT,110,,LEC,Summer 2014,1142,"Phillips, Cynthia",ORG LEADERSHIP DECISION MAKING,1DL,14
RPJM,125,,LEC,Summer 2014,1142,"Guérin, Denise",SPECIAL TOPICS:PROJECT MGMT,1DL,5
RPJM,103,,LEC,Summer 2014,1142,"Parker, Jeffrey",PROJECT SCHED. AND CONT,1DL,8
RPJM,117,,LEC,Summer 2014,1142,"Coleman, Cheryl",PROGRAM MGNT: THEORY&PRACTICE,1DL,10
RPJM,101,,LEC,Summer 2014,1142,"Hassey, James",FOUNDATIONS:PROJECT,1DL,12
RPJM,110,,LEC,Summer 2014,1142,"Mutunga, Charles",RISK MANAGEMENT/PROJECT&PROGRA,1DL,12
RPJM,113,,LEC,Summer 2014,1142,"Escobedo, Ernesto",NEGOTIATING&CONFLICT RESOLUTIO,1DL,13
RSAN,150,,LEC,Summer 2014,1142,"Gentile, Stephen",DATA GOV SECURITY ETHICS,1DL,9
RSEG,160,,LEC,Summer 2014,1142,"Leiden, Stevan",DATA COMM/COMPUTER NETWK,1DL,4
RSEG,103,,LEC,Summer 2014,1142,"Yurik, Aline",ADV.PROGRAM:C++(LEVEL 1),1DL,9
RSEG,145,,LEC,Summer 2014,1142,"Hemdal, Erik",LINUX ADMINISTRATION,1DL,9
RSEG,176,,LEC,Summer 2014,1142,"Davidow, Ari",CLOUD COMPUTING,1DL,9
